"Border","Sector","State","Year","Identity","no_of_arrest","Latitude","Longitude","City"
"North","Spokane","MT","2012","mexican",266,46.6797995,-110.044783,"Montana"
"North","Spokane","ID","2012","mexican",266,45.4945756,-114.1424303,"Idaho"
"North","Spokane","WA","2012","mexican",266,38.8993487,-77.0145665,"Washington"
"North","Swanton","NH","2012","mexican",122,44.0012306,-71.5799231,"New Hampshire"
"North","Swanton","VT","2012","mexican",122,43.8717545,-72.4477828,"Vermont"
"North","Swanton","NY","2012","mexican",122,40.7056258,-73.97968,"New York"
"North","All","ME","2012","mexican",2306,45.2185133,-69.0148656,"Maine"
"North","All","NH","2012","mexican",2306,44.0012306,-71.5799231,"New Hampshire"
"North","All","VT","2012","mexican",2306,43.8717545,-72.4477828,"Vermont"
"North","All","NY","2012","mexican",2306,40.7056258,-73.97968,"New York"
"North","All","PA","2012","mexican",2306,40.9945928,-77.6046984,"Pennsylvania"
"North","All","OH","2012","mexican",2306,40.1903624,-82.6692525,"Ohio"
"North","All","MI","2012","mexican",2306,44.9435598,-86.4158049,"Michigan"
"North","All","IN","2012","mexican",2306,39.7662195,-86.441277,"Indiana"
"North","All","IL","2012","mexican",2306,39.739318,-89.504139,"Illinois"
"North","All","WI","2012","mexican",2306,44.7862968,-89.8267049,"Wisconsin"
"North","All","MN","2012","mexican",2306,46.4418595,-93.3655146,"Minnesota"
"North","All","ND","2012","mexican",2306,47.4678819,-100.3022655,"North Dakota"
"North","All","MT","2012","mexican",2306,46.6797995,-110.044783,"Montana"
"North","All","ID","2012","mexican",2306,45.4945756,-114.1424303,"Idaho"
"North","All","WA","2012","mexican",2306,38.8993487,-77.0145665,"Washington"
"Southwest","Big Bend","TX","2012","mexican",3417,31.1693363,-100.0768425,"Texas"
"Southwest","Del Rio","TX","2012","mexican",12404,31.1693363,-100.0768425,"Texas"
"Southwest","El Centro","CA","2012","mexican",22511,37.2718745,-119.2704153,"California"
"Southwest","El Paso","NM","2012","mexican",8915,34.1662325,-106.0260685,"New Mexico"
"Southwest","El Paso","TX","2012","mexican",8915,31.1693363,-100.0768425,"Texas"
"Southwest","Laredo","TX","2012","mexican",31742,31.1693363,-100.0768425,"Texas"
"Southwest","Rio Grande Valley","TX","2012","mexican",47823,31.1693363,-100.0768425,"Texas"
"Southwest","San Diego","CA","2012","mexican",27307,37.2718745,-119.2704153,"California"
"Southwest","Tucson","AZ","2012","mexican",102303,34.1682185,-111.930907,"Arizona"
"Southwest","Yuma","CA","2012","mexican",5919,37.2718745,-119.2704153,"California"
"Southwest","Yuma","AZ","2012","mexican",5919,34.1682185,-111.930907,"Arizona"
"Southwest","All","CA","2012","mexican",262341,37.2718745,-119.2704153,"California"
"Southwest","All","AZ","2012","mexican",262341,34.1682185,-111.930907,"Arizona"
"Southwest","All","NM","2012","mexican",262341,34.1662325,-106.0260685,"New Mexico"
"Southwest","All","TX","2012","mexican",262341,31.1693363,-100.0768425,"Texas"
"United States","","USA","2012","mexican",265755,NA,NA,NA
"Coast","Livermore","CA","2013","all",NA,37.2718745,-119.2704153,"California"
"Coast","Miami","FL","2013","all",1738,27.9757279,-83.8330166,"Florida"
"Coast","Miami","GA","2013","all",1738,32.6781248,-83.2229757,"Georgia"
"Coast","Miami","SC","2013","all",1738,33.62505,-80.9470381,"South Carolina"
"Coast","Miami","NC","2013","all",1738,35.2145629,-79.8912675,"North Carolina"
"Coast","New Orleans","LA","2013","all",500,30.9733766,-91.4299097,"Louisiana"
"Coast","New Orleans","AL","2013","all",500,32.6010112,-86.6807365,"Alabama"
"Coast","New Orleans","MS","2013","all",500,32.5851062,-89.8772196,"Mississippi"
"Coast","New Orleans","FL","2013","all",500,27.9757279,-83.8330166,"Florida"
"Coast","Ramey","PR","2013","all",924,NA,NA,NA
"Coast","All","PR","2013","all",3162,NA,NA,NA
"Coast","All","LA","2013","all",3162,30.9733766,-91.4299097,"Louisiana"
"Coast","All","AL","2013","all",3162,32.6010112,-86.6807365,"Alabama"
"Coast","All","MS","2013","all",3162,32.5851062,-89.8772196,"Mississippi"
"Coast","All","FL","2013","all",3162,27.9757279,-83.8330166,"Florida"
"Coast","All","GA","2013","all",3162,32.6781248,-83.2229757,"Georgia"
"Coast","All","SC","2013","all",3162,33.62505,-80.9470381,"South Carolina"
"Coast","All","NC","2013","all",3162,35.2145629,-79.8912675,"North Carolina"
"North","Blaine","WA","2013","all",360,38.8993487,-77.0145665,"Washington"
"North","Blaine","OR","2013","all",360,44.1419049,-120.5380993,"Oregon"
"North","Buffalo","NY","2013","all",796,40.7056258,-73.97968,"New York"
"North","Buffalo","PA","2013","all",796,40.9945928,-77.6046984,"Pennsylvania"
"North","Detroit","OH","2013","all",650,40.1903624,-82.6692525,"Ohio"
"North","Detroit","MI","2013","all",650,44.9435598,-86.4158049,"Michigan"
"North","Detroit","IN","2013","all",650,39.7662195,-86.441277,"Indiana"
"North","Detroit","IL","2013","all",650,39.739318,-89.504139,"Illinois"
"North","Grand Forks","WI","2013","all",469,44.7862968,-89.8267049,"Wisconsin"
"North","Grand Forks","MN","2013","all",469,46.4418595,-93.3655146,"Minnesota"
"North","Grand Forks","ND","2013","all",469,47.4678819,-100.3022655,"North Dakota"
"North","Havre","MT","2013","all",88,46.6797995,-110.044783,"Montana"
"North","Houlton","ME","2013","all",37,45.2185133,-69.0148656,"Maine"
"North","Spokane","MT","2013","all",299,46.6797995,-110.044783,"Montana"
"North","Spokane","ID","2013","all",299,45.4945756,-114.1424303,"Idaho"
"North","Spokane","WA","2013","all",299,38.8993487,-77.0145665,"Washington"
"North","Swanton","NH","2013","all",531,44.0012306,-71.5799231,"New Hampshire"
"North","Swanton","VT","2013","all",531,43.8717545,-72.4477828,"Vermont"
"North","Swanton","NY","2013","all",531,40.7056258,-73.97968,"New York"
"North","All","ME","2013","all",3230,45.2185133,-69.0148656,"Maine"
"North","All","NH","2013","all",3230,44.0012306,-71.5799231,"New Hampshire"
"North","All","VT","2013","all",3230,43.8717545,-72.4477828,"Vermont"
"North","All","NY","2013","all",3230,40.7056258,-73.97968,"New York"
"North","All","PA","2013","all",3230,40.9945928,-77.6046984,"Pennsylvania"
"North","All","OH","2013","all",3230,40.1903624,-82.6692525,"Ohio"
"North","All","MI","2013","all",3230,44.9435598,-86.4158049,"Michigan"
"North","All","IN","2013","all",3230,39.7662195,-86.441277,"Indiana"
"North","All","IL","2013","all",3230,39.739318,-89.504139,"Illinois"
"North","All","WI","2013","all",3230,44.7862968,-89.8267049,"Wisconsin"
"North","All","MN","2013","all",3230,46.4418595,-93.3655146,"Minnesota"
"North","All","ND","2013","all",3230,47.4678819,-100.3022655,"North Dakota"
"North","All","MT","2013","all",3230,46.6797995,-110.044783,"Montana"
"North","All","ID","2013","all",3230,45.4945756,-114.1424303,"Idaho"
"North","All","WA","2013","all",3230,38.8993487,-77.0145665,"Washington"
"Southwest","Big Bend","TX","2013","all",3684,31.1693363,-100.0768425,"Texas"
"Southwest","Del Rio","TX","2013","all",23510,31.1693363,-100.0768425,"Texas"
"Southwest","El Centro","CA","2013","all",16306,37.2718745,-119.2704153,"California"
"Southwest","El Paso","NM","2013","all",11154,34.1662325,-106.0260685,"New Mexico"
"Southwest","El Paso","TX","2013","all",11154,31.1693363,-100.0768425,"Texas"
"Southwest","Laredo","TX","2013","all",50749,31.1693363,-100.0768425,"Texas"
"Southwest","Rio Grande Valley","TX","2013","all",154453,31.1693363,-100.0768425,"Texas"
"Southwest","San Diego","CA","2013","all",27496,37.2718745,-119.2704153,"California"
"Southwest","Tucson","AZ","2013","all",120939,34.1682185,-111.930907,"Arizona"
"Southwest","Yuma","CA","2013","all",6106,37.2718745,-119.2704153,"California"
"Southwest","Yuma","AZ","2013","all",6106,34.1682185,-111.930907,"Arizona"
"Southwest","All","CA","2013","all",414397,37.2718745,-119.2704153,"California"
"Southwest","All","AZ","2013","all",414397,34.1682185,-111.930907,"Arizona"
"Southwest","All","NM","2013","all",414397,34.1662325,-106.0260685,"New Mexico"
"Southwest","All","TX","2013","all",414397,31.1693363,-100.0768425,"Texas"
"United States","","USA","2013","all",420789,NA,NA,NA
"Coast","Livermore","CA","2013","mexican",NA,37.2718745,-119.2704153,"California"
"Coast","Miami","FL","2013","mexican",388,27.9757279,-83.8330166,"Florida"
"Coast","Miami","GA","2013","mexican",388,32.6781248,-83.2229757,"Georgia"
"Coast","Miami","SC","2013","mexican",388,33.62505,-80.9470381,"South Carolina"
"Coast","Miami","NC","2013","mexican",388,35.2145629,-79.8912675,"North Carolina"
"Coast","New Orleans","LA","2013","mexican",262,30.9733766,-91.4299097,"Louisiana"
"Coast","New Orleans","AL","2013","mexican",262,32.6010112,-86.6807365,"Alabama"
"Coast","New Orleans","MS","2013","mexican",262,32.5851062,-89.8772196,"Mississippi"
"Coast","New Orleans","FL","2013","mexican",262,27.9757279,-83.8330166,"Florida"
"Coast","Ramey","PR","2013","mexican",3,NA,NA,NA
"Coast","All","PR","2013","mexican",653,NA,NA,NA
"Coast","All","LA","2013","mexican",653,30.9733766,-91.4299097,"Louisiana"
"Coast","All","AL","2013","mexican",653,32.6010112,-86.6807365,"Alabama"
"Coast","All","MS","2013","mexican",653,32.5851062,-89.8772196,"Mississippi"
"Coast","All","FL","2013","mexican",653,27.9757279,-83.8330166,"Florida"
"Coast","All","GA","2013","mexican",653,32.6781248,-83.2229757,"Georgia"
"Coast","All","SC","2013","mexican",653,33.62505,-80.9470381,"South Carolina"
"Coast","All","NC","2013","mexican",653,35.2145629,-79.8912675,"North Carolina"
"North","Blaine","WA","2013","mexican",106,38.8993487,-77.0145665,"Washington"
"North","Blaine","OR","2013","mexican",106,44.1419049,-120.5380993,"Oregon"
"North","Buffalo","NY","2013","mexican",370,40.7056258,-73.97968,"New York"
"North","Buffalo","PA","2013","mexican",370,40.9945928,-77.6046984,"Pennsylvania"
"North","Detroit","OH","2013","mexican",479,40.1903624,-82.6692525,"Ohio"
"North","Detroit","MI","2013","mexican",479,44.9435598,-86.4158049,"Michigan"
"North","Detroit","IN","2013","mexican",479,39.7662195,-86.441277,"Indiana"
"North","Detroit","IL","2013","mexican",479,39.739318,-89.504139,"Illinois"
"North","Grand Forks","WI","2013","mexican",337,44.7862968,-89.8267049,"Wisconsin"
"North","Grand Forks","MN","2013","mexican",337,46.4418595,-93.3655146,"Minnesota"
"North","Grand Forks","ND","2013","mexican",337,47.4678819,-100.3022655,"North Dakota"
"North","Havre","MT","2013","mexican",62,46.6797995,-110.044783,"Montana"
"North","Houlton","ME","2013","mexican",1,45.2185133,-69.0148656,"Maine"
"North","Spokane","MT","2013","mexican",237,46.6797995,-110.044783,"Montana"
"North","Spokane","ID","2013","mexican",237,45.4945756,-114.1424303,"Idaho"
"North","Spokane","WA","2013","mexican",237,38.8993487,-77.0145665,"Washington"
"North","Swanton","NH","2013","mexican",80,44.0012306,-71.5799231,"New Hampshire"
"North","Swanton","VT","2013","mexican",80,43.8717545,-72.4477828,"Vermont"
"North","Swanton","NY","2013","mexican",80,40.7056258,-73.97968,"New York"
"North","All","ME","2013","mexican",1672,45.2185133,-69.0148656,"Maine"
"North","All","NH","2013","mexican",1672,44.0012306,-71.5799231,"New Hampshire"
"North","All","VT","2013","mexican",1672,43.8717545,-72.4477828,"Vermont"
"North","All","NY","2013","mexican",1672,40.7056258,-73.97968,"New York"
"North","All","PA","2013","mexican",1672,40.9945928,-77.6046984,"Pennsylvania"
"North","All","OH","2013","mexican",1672,40.1903624,-82.6692525,"Ohio"
"North","All","MI","2013","mexican",1672,44.9435598,-86.4158049,"Michigan"
"North","All","IN","2013","mexican",1672,39.7662195,-86.441277,"Indiana"
"North","All","IL","2013","mexican",1672,39.739318,-89.504139,"Illinois"
"North","All","WI","2013","mexican",1672,44.7862968,-89.8267049,"Wisconsin"
"North","All","MN","2013","mexican",1672,46.4418595,-93.3655146,"Minnesota"
"North","All","ND","2013","mexican",1672,47.4678819,-100.3022655,"North Dakota"
"North","All","MT","2013","mexican",1672,46.6797995,-110.044783,"Montana"
"North","All","ID","2013","mexican",1672,45.4945756,-114.1424303,"Idaho"
"North","All","WA","2013","mexican",1672,38.8993487,-77.0145665,"Washington"
"Southwest","Big Bend","TX","2013","mexican",3174,31.1693363,-100.0768425,"Texas"
"Southwest","Del Rio","TX","2013","mexican",14005,31.1693363,-100.0768425,"Texas"
"Southwest","El Centro","CA","2013","mexican",15141,37.2718745,-119.2704153,"California"
"Southwest","El Paso","NM","2013","mexican",10092,34.1662325,-106.0260685,"New Mexico"
"Southwest","El Paso","TX","2013","mexican",10092,31.1693363,-100.0768425,"Texas"
"Southwest","Laredo","TX","2013","mexican",32772,31.1693363,-100.0768425,"Texas"
"Southwest","Rio Grande Valley","TX","2013","mexican",57624,31.1693363,-100.0768425,"Texas"
"Southwest","San Diego","CA","2013","mexican",26223,37.2718745,-119.2704153,"California"
"Southwest","Tucson","AZ","2013","mexican",101092,34.1682185,-111.930907,"Arizona"
"Southwest","Yuma","CA","2013","mexican",5286,37.2718745,-119.2704153,"California"
"Southwest","Yuma","AZ","2013","mexican",5286,34.1682185,-111.930907,"Arizona"
"Southwest","All","CA","2013","mexican",265409,37.2718745,-119.2704153,"California"
"Southwest","All","AZ","2013","mexican",265409,34.1682185,-111.930907,"Arizona"
"Southwest","All","NM","2013","mexican",265409,34.1662325,-106.0260685,"New Mexico"
"Southwest","All","TX","2013","mexican",265409,31.1693363,-100.0768425,"Texas"
"United States","","USA","2013","mexican",267734,NA,NA,NA
"Coast","Livermore","CA","2014","all",NA,37.2718745,-119.2704153,"California"
"Coast","Miami","FL","2014","all",2034,27.9757279,-83.8330166,"Florida"
"Coast","Miami","GA","2014","all",2034,32.6781248,-83.2229757,"Georgia"
"Coast","Miami","SC","2014","all",2034,33.62505,-80.9470381,"South Carolina"
"Coast","Miami","NC","2014","all",2034,35.2145629,-79.8912675,"North Carolina"
"Coast","New Orleans","LA","2014","all",950,30.9733766,-91.4299097,"Louisiana"
"Coast","New Orleans","AL","2014","all",950,32.6010112,-86.6807365,"Alabama"
"Coast","New Orleans","MS","2014","all",950,32.5851062,-89.8772196,"Mississippi"
"Coast","New Orleans","FL","2014","all",950,27.9757279,-83.8330166,"Florida"
"Coast","Ramey","PR","2014","all",958,NA,NA,NA
"Coast","All","PR","2014","all",3942,NA,NA,NA
"Coast","All","LA","2014","all",3942,30.9733766,-91.4299097,"Louisiana"
"Coast","All","AL","2014","all",3942,32.6010112,-86.6807365,"Alabama"
"Coast","All","MS","2014","all",3942,32.5851062,-89.8772196,"Mississippi"
"Coast","All","FL","2014","all",3942,27.9757279,-83.8330166,"Florida"
"Coast","All","GA","2014","all",3942,32.6781248,-83.2229757,"Georgia"
"Coast","All","SC","2014","all",3942,33.62505,-80.9470381,"South Carolina"
"Coast","All","NC","2014","all",3942,35.2145629,-79.8912675,"North Carolina"
"North","Blaine","WA","2014","all",272,38.8993487,-77.0145665,"Washington"
"North","Blaine","OR","2014","all",272,44.1419049,-120.5380993,"Oregon"
"North","Buffalo","NY","2014","all",741,40.7056258,-73.97968,"New York"
"North","Buffalo","PA","2014","all",741,40.9945928,-77.6046984,"Pennsylvania"
"North","Detroit","OH","2014","all",647,40.1903624,-82.6692525,"Ohio"
"North","Detroit","MI","2014","all",647,44.9435598,-86.4158049,"Michigan"
"North","Detroit","IN","2014","all",647,39.7662195,-86.441277,"Indiana"
"North","Detroit","IL","2014","all",647,39.739318,-89.504139,"Illinois"
"North","Grand Forks","WI","2014","all",767,44.7862968,-89.8267049,"Wisconsin"
"North","Grand Forks","MN","2014","all",767,46.4418595,-93.3655146,"Minnesota"
"North","Grand Forks","ND","2014","all",767,47.4678819,-100.3022655,"North Dakota"
"North","Havre","MT","2014","all",91,46.6797995,-110.044783,"Montana"
"North","Houlton","ME","2014","all",45,45.2185133,-69.0148656,"Maine"
"North","Spokane","MT","2014","all",269,46.6797995,-110.044783,"Montana"
"North","Spokane","ID","2014","all",269,45.4945756,-114.1424303,"Idaho"
"North","Spokane","WA","2014","all",269,38.8993487,-77.0145665,"Washington"
"North","Swanton","NH","2014","all",506,44.0012306,-71.5799231,"New Hampshire"
"North","Swanton","VT","2014","all",506,43.8717545,-72.4477828,"Vermont"
"North","Swanton","NY","2014","all",506,40.7056258,-73.97968,"New York"
"North","All","ME","2014","all",3338,45.2185133,-69.0148656,"Maine"
"North","All","NH","2014","all",3338,44.0012306,-71.5799231,"New Hampshire"
"North","All","VT","2014","all",3338,43.8717545,-72.4477828,"Vermont"
"North","All","NY","2014","all",3338,40.7056258,-73.97968,"New York"
"North","All","PA","2014","all",3338,40.9945928,-77.6046984,"Pennsylvania"
"North","All","OH","2014","all",3338,40.1903624,-82.6692525,"Ohio"
"North","All","MI","2014","all",3338,44.9435598,-86.4158049,"Michigan"
"North","All","IN","2014","all",3338,39.7662195,-86.441277,"Indiana"
"North","All","IL","2014","all",3338,39.739318,-89.504139,"Illinois"
"North","All","WI","2014","all",3338,44.7862968,-89.8267049,"Wisconsin"
"North","All","MN","2014","all",3338,46.4418595,-93.3655146,"Minnesota"
"North","All","ND","2014","all",3338,47.4678819,-100.3022655,"North Dakota"
"North","All","MT","2014","all",3338,46.6797995,-110.044783,"Montana"
"North","All","ID","2014","all",3338,45.4945756,-114.1424303,"Idaho"
"North","All","WA","2014","all",3338,38.8993487,-77.0145665,"Washington"
"Southwest","Big Bend","TX","2014","all",4096,31.1693363,-100.0768425,"Texas"
"Southwest","Del Rio","TX","2014","all",24255,31.1693363,-100.0768425,"Texas"
"Southwest","El Centro","CA","2014","all",14511,37.2718745,-119.2704153,"California"
"Southwest","El Paso","NM","2014","all",12339,34.1662325,-106.0260685,"New Mexico"
"Southwest","El Paso","TX","2014","all",12339,31.1693363,-100.0768425,"Texas"
"Southwest","Laredo","TX","2014","all",44049,31.1693363,-100.0768425,"Texas"
"Southwest","Rio Grande Valley","TX","2014","all",256393,31.1693363,-100.0768425,"Texas"
"Southwest","San Diego","CA","2014","all",29911,37.2718745,-119.2704153,"California"
"Southwest","Tucson","AZ","2014","all",87915,34.1682185,-111.930907,"Arizona"
"Southwest","Yuma","CA","2014","all",5902,37.2718745,-119.2704153,"California"
"Southwest","Yuma","AZ","2014","all",5902,34.1682185,-111.930907,"Arizona"
"Southwest","All","CA","2014","all",479371,37.2718745,-119.2704153,"California"
"Southwest","All","AZ","2014","all",479371,34.1682185,-111.930907,"Arizona"
"Southwest","All","NM","2014","all",479371,34.1662325,-106.0260685,"New Mexico"
"Southwest","All","TX","2014","all",479371,31.1693363,-100.0768425,"Texas"
"United States","","USA","2014","all",486651,NA,NA,NA
"Coast","Livermore","CA","2014","mexican",NA,37.2718745,-119.2704153,"California"
"Coast","Miami","FL","2014","mexican",277,27.9757279,-83.8330166,"Florida"
"Coast","Miami","GA","2014","mexican",277,32.6781248,-83.2229757,"Georgia"
"Coast","Miami","SC","2014","mexican",277,33.62505,-80.9470381,"South Carolina"
"Coast","Miami","NC","2014","mexican",277,35.2145629,-79.8912675,"North Carolina"
"Coast","New Orleans","LA","2014","mexican",465,30.9733766,-91.4299097,"Louisiana"
"Coast","New Orleans","AL","2014","mexican",465,32.6010112,-86.6807365,"Alabama"
"Coast","New Orleans","MS","2014","mexican",465,32.5851062,-89.8772196,"Mississippi"
"Coast","New Orleans","FL","2014","mexican",465,27.9757279,-83.8330166,"Florida"
"Coast","Ramey","PR","2014","mexican",0,NA,NA,NA
"Coast","All","PR","2014","mexican",742,NA,NA,NA
"Coast","All","LA","2014","mexican",742,30.9733766,-91.4299097,"Louisiana"
"Coast","All","AL","2014","mexican",742,32.6010112,-86.6807365,"Alabama"
"Coast","All","MS","2014","mexican",742,32.5851062,-89.8772196,"Mississippi"
"Coast","All","FL","2014","mexican",742,27.9757279,-83.8330166,"Florida"
"Coast","All","GA","2014","mexican",742,32.6781248,-83.2229757,"Georgia"
"Coast","All","SC","2014","mexican",742,33.62505,-80.9470381,"South Carolina"
"Coast","All","NC","2014","mexican",742,35.2145629,-79.8912675,"North Carolina"
"North","Blaine","WA","2014","mexican",58,38.8993487,-77.0145665,"Washington"
"North","Blaine","OR","2014","mexican",58,44.1419049,-120.5380993,"Oregon"
"North","Buffalo","NY","2014","mexican",294,40.7056258,-73.97968,"New York"
"North","Buffalo","PA","2014","mexican",294,40.9945928,-77.6046984,"Pennsylvania"
"North","Detroit","OH","2014","mexican",431,40.1903624,-82.6692525,"Ohio"
"North","Detroit","MI","2014","mexican",431,44.9435598,-86.4158049,"Michigan"
"North","Detroit","IN","2014","mexican",431,39.7662195,-86.441277,"Indiana"
"North","Detroit","IL","2014","mexican",431,39.739318,-89.504139,"Illinois"
"North","Grand Forks","WI","2014","mexican",532,44.7862968,-89.8267049,"Wisconsin"
"North","Grand Forks","MN","2014","mexican",532,46.4418595,-93.3655146,"Minnesota"
"North","Grand Forks","ND","2014","mexican",532,47.4678819,-100.3022655,"North Dakota"
"North","Havre","MT","2014","mexican",51,46.6797995,-110.044783,"Montana"
"North","Houlton","ME","2014","mexican",5,45.2185133,-69.0148656,"Maine"
"North","Spokane","MT","2014","mexican",219,46.6797995,-110.044783,"Montana"
"North","Spokane","ID","2014","mexican",219,45.4945756,-114.1424303,"Idaho"
"North","Spokane","WA","2014","mexican",219,38.8993487,-77.0145665,"Washington"
"North","Swanton","NH","2014","mexican",75,44.0012306,-71.5799231,"New Hampshire"
"North","Swanton","VT","2014","mexican",75,43.8717545,-72.4477828,"Vermont"
"North","Swanton","NY","2014","mexican",75,40.7056258,-73.97968,"New York"
"North","All","ME","2014","mexican",1665,45.2185133,-69.0148656,"Maine"
"North","All","NH","2014","mexican",1665,44.0012306,-71.5799231,"New Hampshire"
"North","All","VT","2014","mexican",1665,43.8717545,-72.4477828,"Vermont"
"North","All","NY","2014","mexican",1665,40.7056258,-73.97968,"New York"
"North","All","PA","2014","mexican",1665,40.9945928,-77.6046984,"Pennsylvania"
"North","All","OH","2014","mexican",1665,40.1903624,-82.6692525,"Ohio"
"North","All","MI","2014","mexican",1665,44.9435598,-86.4158049,"Michigan"
"North","All","IN","2014","mexican",1665,39.7662195,-86.441277,"Indiana"
"North","All","IL","2014","mexican",1665,39.739318,-89.504139,"Illinois"
"North","All","WI","2014","mexican",1665,44.7862968,-89.8267049,"Wisconsin"
"North","All","MN","2014","mexican",1665,46.4418595,-93.3655146,"Minnesota"
"North","All","ND","2014","mexican",1665,47.4678819,-100.3022655,"North Dakota"
"North","All","MT","2014","mexican",1665,46.6797995,-110.044783,"Montana"
"North","All","ID","2014","mexican",1665,45.4945756,-114.1424303,"Idaho"
"North","All","WA","2014","mexican",1665,38.8993487,-77.0145665,"Washington"
"Southwest","Big Bend","TX","2014","mexican",3164,31.1693363,-100.0768425,"Texas"
"Southwest","Del Rio","TX","2014","mexican",10196,31.1693363,-100.0768425,"Texas"
"Southwest","El Centro","CA","2014","mexican",12511,37.2718745,-119.2704153,"California"
"Southwest","El Paso","NM","2014","mexican",9904,34.1662325,-106.0260685,"New Mexico"
"Southwest","El Paso","TX","2014","mexican",9904,31.1693363,-100.0768425,"Texas"
"Southwest","Laredo","TX","2014","mexican",26540,31.1693363,-100.0768425,"Texas"
"Southwest","Rio Grande Valley","TX","2014","mexican",63468,31.1693363,-100.0768425,"Texas"
"Southwest","San Diego","CA","2014","mexican",27871,37.2718745,-119.2704153,"California"
"Southwest","Tucson","AZ","2014","mexican",68870,34.1682185,-111.930907,"Arizona"
"Southwest","Yuma","CA","2014","mexican",4247,37.2718745,-119.2704153,"California"
"Southwest","Yuma","AZ","2014","mexican",4247,34.1682185,-111.930907,"Arizona"
"Southwest","All","CA","2014","mexican",226771,37.2718745,-119.2704153,"California"
"Southwest","All","AZ","2014","mexican",226771,34.1682185,-111.930907,"Arizona"
"Southwest","All","NM","2014","mexican",226771,34.1662325,-106.0260685,"New Mexico"
"Southwest","All","TX","2014","mexican",226771,31.1693363,-100.0768425,"Texas"
"United States","","USA","2014","mexican",229178,NA,NA,NA
"Coast","Livermore","CA","2015","all",NA,37.2718745,-119.2704153,"California"
"Coast","Miami","FL","2015","all",1752,27.9757279,-83.8330166,"Florida"
"Coast","Miami","GA","2015","all",1752,32.6781248,-83.2229757,"Georgia"
"Coast","Miami","SC","2015","all",1752,33.62505,-80.9470381,"South Carolina"
"Coast","Miami","NC","2015","all",1752,35.2145629,-79.8912675,"North Carolina"
"Coast","New Orleans","LA","2015","all",849,30.9733766,-91.4299097,"Louisiana"
"Coast","New Orleans","AL","2015","all",849,32.6010112,-86.6807365,"Alabama"
"Coast","New Orleans","MS","2015","all",849,32.5851062,-89.8772196,"Mississippi"
"Coast","New Orleans","FL","2015","all",849,27.9757279,-83.8330166,"Florida"
"Coast","Ramey","PR","2015","all",557,NA,NA,NA
"Coast","All","PR","2015","all",3158,NA,NA,NA
"Coast","All","LA","2015","all",3158,30.9733766,-91.4299097,"Louisiana"
"Coast","All","AL","2015","all",3158,32.6010112,-86.6807365,"Alabama"
"Coast","All","MS","2015","all",3158,32.5851062,-89.8772196,"Mississippi"
"Coast","All","FL","2015","all",3158,27.9757279,-83.8330166,"Florida"
"Coast","All","GA","2015","all",3158,32.6781248,-83.2229757,"Georgia"
"Coast","All","SC","2015","all",3158,33.62505,-80.9470381,"South Carolina"
"Coast","All","NC","2015","all",3158,35.2145629,-79.8912675,"North Carolina"
"North","Blaine","WA","2015","all",282,38.8993487,-77.0145665,"Washington"
"North","Blaine","OR","2015","all",282,44.1419049,-120.5380993,"Oregon"
"North","Buffalo","NY","2015","all",291,40.7056258,-73.97968,"New York"
"North","Buffalo","PA","2015","all",291,40.9945928,-77.6046984,"Pennsylvania"
"North","Detroit","OH","2015","all",637,40.1903624,-82.6692525,"Ohio"
"North","Detroit","MI","2015","all",637,44.9435598,-86.4158049,"Michigan"
"North","Detroit","IN","2015","all",637,39.7662195,-86.441277,"Indiana"
"North","Detroit","IL","2015","all",637,39.739318,-89.504139,"Illinois"
"North","Grand Forks","WI","2015","all",789,44.7862968,-89.8267049,"Wisconsin"
"North","Grand Forks","MN","2015","all",789,46.4418595,-93.3655146,"Minnesota"
"North","Grand Forks","ND","2015","all",789,47.4678819,-100.3022655,"North Dakota"
"North","Havre","MT","2015","all",64,46.6797995,-110.044783,"Montana"
"North","Houlton","ME","2015","all",32,45.2185133,-69.0148656,"Maine"
"North","Spokane","MT","2015","all",190,46.6797995,-110.044783,"Montana"
"North","Spokane","ID","2015","all",190,45.4945756,-114.1424303,"Idaho"
"North","Spokane","WA","2015","all",190,38.8993487,-77.0145665,"Washington"
"North","Swanton","NH","2015","all",341,44.0012306,-71.5799231,"New Hampshire"
"North","Swanton","VT","2015","all",341,43.8717545,-72.4477828,"Vermont"
"North","Swanton","NY","2015","all",341,40.7056258,-73.97968,"New York"
"North","All","ME","2015","all",2626,45.2185133,-69.0148656,"Maine"
"North","All","NH","2015","all",2626,44.0012306,-71.5799231,"New Hampshire"
"North","All","VT","2015","all",2626,43.8717545,-72.4477828,"Vermont"
"North","All","NY","2015","all",2626,40.7056258,-73.97968,"New York"
"North","All","PA","2015","all",2626,40.9945928,-77.6046984,"Pennsylvania"
"North","All","OH","2015","all",2626,40.1903624,-82.6692525,"Ohio"
"North","All","MI","2015","all",2626,44.9435598,-86.4158049,"Michigan"
"North","All","IN","2015","all",2626,39.7662195,-86.441277,"Indiana"
"North","All","IL","2015","all",2626,39.739318,-89.504139,"Illinois"
"North","All","WI","2015","all",2626,44.7862968,-89.8267049,"Wisconsin"
"North","All","MN","2015","all",2626,46.4418595,-93.3655146,"Minnesota"
"North","All","ND","2015","all",2626,47.4678819,-100.3022655,"North Dakota"
"North","All","MT","2015","all",2626,46.6797995,-110.044783,"Montana"
"North","All","ID","2015","all",2626,45.4945756,-114.1424303,"Idaho"
