"","Year","Category","Currency","Value"
"1",2016-11-04,"Foreign Currency Assets","INR","22884"
"2",2016-10-28,"Foreign Currency Assets","INR","22790.7"
"3",2016-10-21,"Foreign Currency Assets","INR","22782.8"
"4",2016-10-14,"Foreign Currency Assets","INR","22694.1"
"5",2016-10-07,"Foreign Currency Assets","INR","22771"
"6",2016-09-30,"Foreign Currency Assets","INR","23007.9"
"7",2016-09-23,"Foreign Currency Assets","INR","22902.7"
"8",2016-09-16,"Foreign Currency Assets","INR","22894"
"9",2016-09-09,"Foreign Currency Assets","INR","22898.7"
"10",2016-09-02,"Foreign Currency Assets","INR","22758"
"11",2016-08-26,"Foreign Currency Assets","INR","22754.1"
"12",2016-08-19,"Foreign Currency Assets","INR","22748.6"
"13",2016-08-12,"Foreign Currency Assets","INR","22627.7"
"14",2016-08-05,"Foreign Currency Assets","INR","22618.7"
"15",2016-07-29,"Foreign Currency Assets","INR","22739.2"
"16",2016-07-22,"Foreign Currency Assets","INR","22584.1"
"17",2016-07-15,"Foreign Currency Assets","INR","22605.2"
"18",2016-07-08,"Foreign Currency Assets","INR","22633.4"
"19",2016-07-01,"Foreign Currency Assets","INR","22710.2"
"20",2016-06-24,"Foreign Currency Assets","INR","22744.5"
"21",2016-06-17,"Foreign Currency Assets","INR","22682.7"
"22",2016-06-10,"Foreign Currency Assets","INR","22525.9"
"23",2016-06-03,"Foreign Currency Assets","INR","22682.1"
"24",2016-05-27,"Foreign Currency Assets","INR","22424.8"
"25",2016-05-20,"Foreign Currency Assets","INR","22580.2"
"26",2016-05-13,"Foreign Currency Assets","INR","22386.2"
"27",2016-05-06,"Foreign Currency Assets","INR","22394.2"
"28",2016-04-29,"Foreign Currency Assets","INR","22442.2"
"29",2016-04-22,"Foreign Currency Assets","INR","22335.4"
"30",2016-04-15,"Foreign Currency Assets","INR","22226.1"
"31",2016-04-08,"Foreign Currency Assets","INR","22215.9"
"32",2016-04-01,"Foreign Currency Assets","INR","22162.9"
"33",2016-03-25,"Foreign Currency Assets","INR","22090.7"
"34",2016-03-18,"Foreign Currency Assets","INR","22036.5"
"35",2016-03-11,"Foreign Currency Assets","INR","22014.9"
"36",2016-03-04,"Foreign Currency Assets","INR","21901.2"
"37",2016-02-26,"Foreign Currency Assets","INR","22186.9"
"38",2016-02-19,"Foreign Currency Assets","INR","22345.7"
"39",2016-02-12,"Foreign Currency Assets","INR","22426.6"
"40",2016-02-05,"Foreign Currency Assets","INR","22076.4"
"41",2016-01-29,"Foreign Currency Assets","INR","22026.3"
"42",2016-01-22,"Foreign Currency Assets","INR","21880.4"
"43",2016-01-15,"Foreign Currency Assets","INR","21760.9"
"44",2016-01-08,"Foreign Currency Assets","INR","21647.8"
"45",2016-01-01,"Foreign Currency Assets","INR","21594.9"
"46",2015-12-25,"Foreign Currency Assets","INR","21692.4"
"47",2015-12-18,"Foreign Currency Assets","INR","21698.3"
"48",2015-12-11,"Foreign Currency Assets","INR","21899.3"
"49",2015-12-04,"Foreign Currency Assets","INR","21888.7"
"50",2015-11-27,"Foreign Currency Assets","INR","21757"
"51",2015-11-20,"Foreign Currency Assets","INR","21607"
"52",2015-11-13,"Foreign Currency Assets","INR","21629.5"
"53",2015-11-06,"Foreign Currency Assets","INR","21472"
"54",2015-10-30,"Foreign Currency Assets","INR","21457.5"
"55",2015-10-23,"Foreign Currency Assets","INR","21217.1"
"56",2015-10-16,"Foreign Currency Assets","INR","21369.3"
"57",2015-10-09,"Foreign Currency Assets","INR","21283.8"
"58",2015-10-02,"Foreign Currency Assets","INR","21371.6"
"59",2015-09-25,"Foreign Currency Assets","INR","21488.5"
"60",2015-09-18,"Foreign Currency Assets","INR","21566.9"
"61",2015-09-11,"Foreign Currency Assets","INR","21667.1"
"62",2015-09-04,"Foreign Currency Assets","INR","21517.8"
"63",2015-08-28,"Foreign Currency Assets","INR","21597.2"
"64",2015-08-21,"Foreign Currency Assets","INR","21746.7"
"65",2015-08-14,"Foreign Currency Assets","INR","21472.2"
"66",2015-08-07,"Foreign Currency Assets","INR","21004.6"
"67",2015-07-31,"Foreign Currency Assets","INR","21070.1"
"68",2015-07-24,"Foreign Currency Assets","INR","20995.3"
"69",2015-07-17,"Foreign Currency Assets","INR","20854.4"
"70",2015-07-10,"Foreign Currency Assets","INR","20882.2"
"71",2015-07-03,"Foreign Currency Assets","INR","20898.7"
"72",2015-06-26,"Foreign Currency Assets","INR","20988"
"73",2015-06-19,"Foreign Currency Assets","INR","21067.4"
"74",2015-06-12,"Foreign Currency Assets","INR","21058.8"
"75",2015-06-05,"Foreign Currency Assets","INR","20917.7"
"76",2015-05-29,"Foreign Currency Assets","INR","20864.9"
"77",2015-05-22,"Foreign Currency Assets","INR","20745.6"
"78",2015-05-15,"Foreign Currency Assets","INR","20892.7"
"79",2015-05-08,"Foreign Currency Assets","INR","20925.9"
"80",2015-05-01,"Foreign Currency Assets","INR","20538.3"
"81",2015-04-24,"Foreign Currency Assets","INR","20277"
"82",2015-04-17,"Foreign Currency Assets","INR","19879"
"83",2015-04-10,"Foreign Currency Assets","INR","19714.8"
"84",2015-04-03,"Foreign Currency Assets","INR","19937.2"
"85",2015-03-27,"Foreign Currency Assets","INR","19791.3"
"86",2015-03-20,"Foreign Currency Assets","INR","19673.6"
"87",2015-03-13,"Foreign Currency Assets","INR","19441.4"
"88",2015-03-06,"Foreign Currency Assets","INR","19430.1"
"89",2015-02-27,"Foreign Currency Assets","INR","19304.9"
"90",2015-02-20,"Foreign Currency Assets","INR","19194.8"
"91",2015-02-13,"Foreign Currency Assets","INR","19096.6"
"92",2015-02-06,"Foreign Currency Assets","INR","18842.2"
"93",2015-01-30,"Foreign Currency Assets","INR","18747.3"
"94",2015-01-23,"Foreign Currency Assets","INR","18317.9"
"95",2015-01-16,"Foreign Currency Assets","INR","18426.3"
"96",2015-01-09,"Foreign Currency Assets","INR","18395.1"
"97",2015-01-02,"Foreign Currency Assets","INR","18615.6"
"98",2014-12-26,"Foreign Currency Assets","INR","18770.2"
"99",2014-12-19,"Foreign Currency Assets","INR","18634.1"
"100",2014-12-12,"Foreign Currency Assets","INR","18259"
"101",2014-12-05,"Foreign Currency Assets","INR","17953.5"
"102",2014-11-28,"Foreign Currency Assets","INR","18038.9"
"103",2014-11-21,"Foreign Currency Assets","INR","17918.3"
"104",2014-11-14,"Foreign Currency Assets","INR","17906.2"
"105",2014-11-07,"Foreign Currency Assets","INR","17846.9"
"106",2014-10-31,"Foreign Currency Assets","INR","17862.2"
"107",2014-10-24,"Foreign Currency Assets","INR","17692.7"
"108",2014-10-17,"Foreign Currency Assets","INR","17758"
"109",2014-10-10,"Foreign Currency Assets","INR","17585.7"
"110",2014-10-03,"Foreign Currency Assets","INR","17655.7"
"111",2014-09-26,"Foreign Currency Assets","INR","17721.4"
"112",2014-09-19,"Foreign Currency Assets","INR","17611.2"
"113",2014-09-12,"Foreign Currency Assets","INR","17618.9"
"114",2014-09-05,"Foreign Currency Assets","INR","17613.4"
"115",2014-08-29,"Foreign Currency Assets","INR","17684.8"
"116",2014-08-22,"Foreign Currency Assets","INR","17670.4"
"117",2014-08-15,"Foreign Currency Assets","INR","17878.1"
"118",2014-08-08,"Foreign Currency Assets","INR","18003.4"
"119",2014-08-01,"Foreign Currency Assets","INR","17860.7"
"120",2014-07-25,"Foreign Currency Assets","INR","17743.8"
"121",2014-07-18,"Foreign Currency Assets","INR","17627"
"122",2014-07-11,"Foreign Currency Assets","INR","17464"
"123",2014-07-04,"Foreign Currency Assets","INR","17325"
"124",2014-06-27,"Foreign Currency Assets","INR","17356.4"
"125",2014-06-20,"Foreign Currency Assets","INR","17357.9"
"126",2014-06-13,"Foreign Currency Assets","INR","17045.8"
"127",2014-06-06,"Foreign Currency Assets","INR","16908.5"
"128",2014-05-30,"Foreign Currency Assets","INR","16841.8"
"129",2014-05-23,"Foreign Currency Assets","INR","16700.5"
"130",2014-05-16,"Foreign Currency Assets","INR","16941.2"
"131",2014-05-09,"Foreign Currency Assets","INR","17208.5"
"132",2014-05-02,"Foreign Currency Assets","INR","17138.3"
"133",2014-04-25,"Foreign Currency Assets","INR","17236.6"
"134",2014-04-18,"Foreign Currency Assets","INR","16999.3"
"135",2014-04-11,"Foreign Currency Assets","INR","16968.3"
"136",2014-04-04,"Foreign Currency Assets","INR","16817.8"
"137",2014-03-28,"Foreign Currency Assets","INR","16611.9"
"138",2014-03-21,"Foreign Currency Assets","INR","16567.7"
"139",2014-03-14,"Foreign Currency Assets","INR","16598.2"
"140",2014-03-07,"Foreign Currency Assets","INR","16342.3"
"141",2014-02-28,"Foreign Currency Assets","INR","16567.1"
"142",2014-02-21,"Foreign Currency Assets","INR","16589"
"143",2014-02-14,"Foreign Currency Assets","INR","16643.3"
"144",2014-02-07,"Foreign Currency Assets","INR","16565.5"
"145",2014-01-31,"Foreign Currency Assets","INR","16529.4"
"146",2014-01-24,"Foreign Currency Assets","INR","16542.3"
"147",2014-01-17,"Foreign Currency Assets","INR","16315.6"
"148",2014-01-10,"Foreign Currency Assets","INR","16545.8"
"149",2014-01-03,"Foreign Currency Assets","INR","16659.9"
"150",2013-12-27,"Foreign Currency Assets","INR","16671.3"
"151",2013-12-20,"Foreign Currency Assets","INR","16710.1"
"152",2013-12-13,"Foreign Currency Assets","INR","16685"
"153",2013-12-06,"Foreign Currency Assets","INR","16573.4"
"154",2013-11-29,"Foreign Currency Assets","INR","16455.7"
"155",2013-11-22,"Foreign Currency Assets","INR","16302"
"156",2013-11-15,"Foreign Currency Assets","INR","16138.4"
"157",2013-11-08,"Foreign Currency Assets","INR","15961.3"
"158",2013-11-01,"Foreign Currency Assets","INR","15699.6"
"159",2013-10-25,"Foreign Currency Assets","INR","15683.8"
"160",2013-10-18,"Foreign Currency Assets","INR","15484.2"
"161",2013-10-11,"Foreign Currency Assets","INR","15341.3"
"162",2013-10-04,"Foreign Currency Assets","INR","15309.8"
"163",2013-09-27,"Foreign Currency Assets","INR","15324.4"
"164",2013-09-20,"Foreign Currency Assets","INR","15512.2"
"165",2013-09-13,"Foreign Currency Assets","INR","15771.6"
"166",2013-09-06,"Foreign Currency Assets","INR","16275.3"
"167",2013-08-30,"Foreign Currency Assets","INR","16470.6"
"168",2013-08-23,"Foreign Currency Assets","INR","16203.2"
"169",2013-08-16,"Foreign Currency Assets","INR","15551.4"
"170",2013-08-09,"Foreign Currency Assets","INR","15361.2"
"171",2013-08-02,"Foreign Currency Assets","INR","15194.5"
"172",2013-07-26,"Foreign Currency Assets","INR","14849.2"
"173",2013-07-19,"Foreign Currency Assets","INR","15016.8"
"174",2013-07-12,"Foreign Currency Assets","INR","15102"
"175",2013-07-05,"Foreign Currency Assets","INR","15211.8"
"176",2013-06-28,"Foreign Currency Assets","INR","15240"
"177",2013-06-21,"Foreign Currency Assets","INR","15338.1"
"178",2013-06-14,"Foreign Currency Assets","INR","15075.5"
"179",2013-06-07,"Foreign Currency Assets","INR","14760.7"
"180",2013-05-31,"Foreign Currency Assets","INR","14604.7"
"181",2013-05-24,"Foreign Currency Assets","INR","14545"
"182",2013-05-17,"Foreign Currency Assets","INR","14351.3"
"183",2013-05-10,"Foreign Currency Assets","INR","14353.1"
"184",2013-05-03,"Foreign Currency Assets","INR","14228.4"
"185",2013-04-26,"Foreign Currency Assets","INR","14335"
"186",2013-04-19,"Foreign Currency Assets","INR","14178"
"187",2013-04-12,"Foreign Currency Assets","INR","14312.9"
"188",2013-04-05,"Foreign Currency Assets","INR","14351.9"
"189",2013-03-29,"Foreign Currency Assets","INR","14126.3"
"190",2013-03-22,"Foreign Currency Assets","INR","14149.7"
"191",2013-03-15,"Foreign Currency Assets","INR","14046.7"
"192",2013-03-08,"Foreign Currency Assets","INR","14002.5"
"193",2013-03-01,"Foreign Currency Assets","INR","14034.9"
"194",2013-02-22,"Foreign Currency Assets","INR","14054.6"
"195",2013-02-15,"Foreign Currency Assets","INR","14025.4"
"196",2013-02-08,"Foreign Currency Assets","INR","13969.9"
"197",2013-02-01,"Foreign Currency Assets","INR","13934.8"
"198",2013-01-25,"Foreign Currency Assets","INR","14093.4"
"199",2013-01-18,"Foreign Currency Assets","INR","14114"
"200",2013-01-11,"Foreign Currency Assets","INR","14304.3"
"201",2013-01-04,"Foreign Currency Assets","INR","14318.2"
"202",2012-12-28,"Foreign Currency Assets","INR","14370.8"
"203",2012-12-21,"Foreign Currency Assets","INR","14429.8"
"204",2012-12-14,"Foreign Currency Assets","INR","14256.2"
"205",2012-12-07,"Foreign Currency Assets","INR","14119.9"
"206",2012-11-30,"Foreign Currency Assets","INR","14177.5"
"207",2012-11-23,"Foreign Currency Assets","INR","14397.2"
"208",2012-11-16,"Foreign Currency Assets","INR","14225.8"
"209",2012-11-09,"Foreign Currency Assets","INR","14058.2"
"210",2012-11-02,"Foreign Currency Assets","INR","13923.7"
"211",2012-10-26,"Foreign Currency Assets","INR","13968.7"
"212",2012-10-19,"Foreign Currency Assets","INR","13986.9"
"213",2012-10-12,"Foreign Currency Assets","INR","13703.4"
"214",2012-10-05,"Foreign Currency Assets","INR","13429.9"
"215",2012-09-28,"Foreign Currency Assets","INR","13699.1"
"216",2012-09-21,"Foreign Currency Assets","INR","14071"
"217",2012-09-14,"Foreign Currency Assets","INR","14312.1"
"218",2012-09-07,"Foreign Currency Assets","INR","14390.3"
"219",2012-08-31,"Foreign Currency Assets","INR","14354.6"
"220",2012-08-24,"Foreign Currency Assets","INR","14281"
"221",2012-08-17,"Foreign Currency Assets","INR","14295.8"
"222",2012-08-10,"Foreign Currency Assets","INR","14218"
"223",2012-08-03,"Foreign Currency Assets","INR","14410"
"224",2012-07-27,"Foreign Currency Assets","INR","14206.7"
"225",2012-07-20,"Foreign Currency Assets","INR","14068.9"
"226",2012-07-13,"Foreign Currency Assets","INR","14167.5"
"227",2012-07-06,"Foreign Currency Assets","INR","14111.9"
"228",2012-06-29,"Foreign Currency Assets","INR","14469.3"
"229",2012-06-22,"Foreign Currency Assets","INR","14577"
"230",2012-06-15,"Foreign Currency Assets","INR","14304"
"231",2012-06-08,"Foreign Currency Assets","INR","14094.3"
"232",2012-06-01,"Foreign Currency Assets","INR","14153"
"233",2012-05-25,"Foreign Currency Assets","INR","14178.1"
"234",2012-05-18,"Foreign Currency Assets","INR","14055.7"
"235",2012-05-11,"Foreign Currency Assets","INR","13831.6"
"236",2012-05-04,"Foreign Currency Assets","INR","13923.6"
"237",2012-04-27,"Foreign Currency Assets","INR","13747.1"
"238",2012-04-20,"Foreign Currency Assets","INR","13531.3"
"239",2012-04-13,"Foreign Currency Assets","INR","13305.7"
"240",2012-04-06,"Foreign Currency Assets","INR","13204.1"
"241",2012-03-30,"Foreign Currency Assets","INR","13305.1"
"242",2012-03-23,"Foreign Currency Assets","INR","13223.4"
"243",2012-03-16,"Foreign Currency Assets","INR","13054.9"
"244",2012-03-09,"Foreign Currency Assets","INR","12934.1"
"245",2012-03-02,"Foreign Currency Assets","INR","12811.1"
"246",2012-02-24,"Foreign Currency Assets","INR","12812.3"
"247",2012-02-17,"Foreign Currency Assets","INR","12771.7"
"248",2012-02-10,"Foreign Currency Assets","INR","12878.9"
"249",2012-02-03,"Foreign Currency Assets","INR","12720.7"
"250",2012-01-27,"Foreign Currency Assets","INR","12914.9"
"251",2012-01-20,"Foreign Currency Assets","INR","13060.9"
"252",2012-01-13,"Foreign Currency Assets","INR","13310.1"
"253",2012-01-06,"Foreign Currency Assets","INR","13712.8"
"254",2011-12-30,"Foreign Currency Assets","INR","14006.5"
"255",2011-12-23,"Foreign Currency Assets","INR","14005.4"
"256",2011-12-16,"Foreign Currency Assets","INR","14098.58"
"257",2011-12-09,"Foreign Currency Assets","INR","14187.57"
"258",2011-12-02,"Foreign Currency Assets","INR","13951.37"
"259",2011-11-25,"Foreign Currency Assets","INR","14105.55"
"260",2011-11-18,"Foreign Currency Assets","INR","14099.45"
"261",2011-11-11,"Foreign Currency Assets","INR","14092.91"
"262",2011-11-04,"Foreign Currency Assets","INR","13770.71"
"263",2011-10-28,"Foreign Currency Assets","INR","13887"
"264",2011-10-21,"Foreign Currency Assets","INR","14145.49"
"265",2011-10-14,"Foreign Currency Assets","INR","13820.69"
"266",2011-10-07,"Foreign Currency Assets","INR","13585.33"
"267",2011-09-30,"Foreign Currency Assets","INR","13489.96"
"268",2011-09-23,"Foreign Currency Assets","INR","13755.31"
"269",2011-09-16,"Foreign Currency Assets","INR","13334.48"
"270",2011-09-09,"Foreign Currency Assets","INR","13018.91"
"271",2011-09-02,"Foreign Currency Assets","INR","13075.75"
"272",2011-08-26,"Foreign Currency Assets","INR","13179.27"
"273",2011-08-19,"Foreign Currency Assets","INR","13010.3"
"274",2011-08-12,"Foreign Currency Assets","INR","12869.98"
"275",2011-08-05,"Foreign Currency Assets","INR","12737.5"
"276",2011-07-29,"Foreign Currency Assets","INR","12636.83"
"277",2011-07-22,"Foreign Currency Assets","INR","12627.25"
"278",2011-07-15,"Foreign Currency Assets","INR","12570.79"
"279",2011-07-08,"Foreign Currency Assets","INR","12519.42"
"280",2011-07-01,"Foreign Currency Assets","INR","12676.26"
"281",2011-06-24,"Foreign Currency Assets","INR","12452.56"
"282",2011-06-17,"Foreign Currency Assets","INR","12517.94"
"283",2011-06-10,"Foreign Currency Assets","INR","12455.01"
"284",2011-06-03,"Foreign Currency Assets","INR","12598.73"
"285",2011-05-27,"Foreign Currency Assets","INR","12607.84"
"286",2011-05-20,"Foreign Currency Assets","INR","12454.67"
"287",2011-05-13,"Foreign Currency Assets","INR","12401.58"
"288",2011-05-06,"Foreign Currency Assets","INR","12454.31"
"289",2011-04-29,"Foreign Currency Assets","INR","12516.81"
"290",2011-04-22,"Foreign Currency Assets","INR","12364.99"
"291",2011-04-15,"Foreign Currency Assets","INR","12348.51"
"292",2011-04-08,"Foreign Currency Assets","INR","12229.07"
"293",2011-04-01,"Foreign Currency Assets","INR","12279.6"
"294",2011-03-25,"Foreign Currency Assets","INR","12220.62"
"295",2011-03-18,"Foreign Currency Assets","INR","12342.36"
"296",2011-03-11,"Foreign Currency Assets","INR","12308.85"
"297",2011-03-04,"Foreign Currency Assets","INR","12280.67"
"298",2011-02-25,"Foreign Currency Assets","INR","12314.13"
"299",2011-02-18,"Foreign Currency Assets","INR","12257.96"
"300",2011-02-11,"Foreign Currency Assets","INR","12326.26"
"301",2011-02-04,"Foreign Currency Assets","INR","12326.21"
"302",2011-01-28,"Foreign Currency Assets","INR","12316.95"
"303",2011-01-21,"Foreign Currency Assets","INR","12318.5"
"304",2011-01-14,"Foreign Currency Assets","INR","12134.34"
"305",2011-01-07,"Foreign Currency Assets","INR","12003.07"
"306",2010-12-31,"Foreign Currency Assets","INR","12000.77"
"307",2010-12-24,"Foreign Currency Assets","INR","12026.87"
"308",2010-12-17,"Foreign Currency Assets","INR","12048.7"
"309",2010-12-10,"Foreign Currency Assets","INR","12039.95"
"310",2010-12-03,"Foreign Currency Assets","INR","12049.47"
"311",2010-11-26,"Foreign Currency Assets","INR","12132.79"
"312",2010-11-19,"Foreign Currency Assets","INR","12182.85"
"313",2010-11-12,"Foreign Currency Assets","INR","12030.22"
"314",2010-11-05,"Foreign Currency Assets","INR","12023.42"
"315",2010-10-29,"Foreign Currency Assets","INR","11985.42"
"316",2010-10-22,"Foreign Currency Assets","INR","11901.67"
"317",2010-10-15,"Foreign Currency Assets","INR","11830.08"
"318",2010-10-08,"Foreign Currency Assets","INR","11898.29"
"319",2010-10-01,"Foreign Currency Assets","INR","11907.53"
"320",2010-09-24,"Foreign Currency Assets","INR","12046.64"
"321",2010-09-17,"Foreign Currency Assets","INR","11986.57"
"322",2010-09-10,"Foreign Currency Assets","INR","11992.41"
"323",2010-09-03,"Foreign Currency Assets","INR","12058.77"
"324",2010-08-27,"Foreign Currency Assets","INR","12026.54"
"325",2010-08-20,"Foreign Currency Assets","INR","11941.67"
"326",2010-08-13,"Foreign Currency Assets","INR","11952"
"327",2010-08-06,"Foreign Currency Assets","INR","12014.86"
"328",2010-07-30,"Foreign Currency Assets","INR","12012.27"
"329",2010-07-23,"Foreign Currency Assets","INR","12065.57"
"330",2010-07-16,"Foreign Currency Assets","INR","11965.68"
"331",2010-07-09,"Foreign Currency Assets","INR","11840.27"
"332",2010-07-02,"Foreign Currency Assets","INR","11769.36"
"333",2010-06-25,"Foreign Currency Assets","INR","11699.37"
"334",2010-06-18,"Foreign Currency Assets","INR","11552.06"
"335",2010-06-11,"Foreign Currency Assets","INR","11575.82"
"336",2010-06-04,"Foreign Currency Assets","INR","11459.93"
"337",2010-05-28,"Foreign Currency Assets","INR","11507.61"
"338",2010-05-21,"Foreign Currency Assets","INR","11673.5"
"339",2010-05-14,"Foreign Currency Assets","INR","11211.71"
"340",2010-05-07,"Foreign Currency Assets","INR","11462.15"
"341",2010-04-30,"Foreign Currency Assets","INR","11322.11"
"342",2010-04-23,"Foreign Currency Assets","INR","11363.34"
"343",2010-04-16,"Foreign Currency Assets","INR","11375.71"
"344",2010-04-09,"Foreign Currency Assets","INR","11338.66"
"345",2010-04-02,"Foreign Currency Assets","INR","11498.51"
"346",2010-03-26,"Foreign Currency Assets","INR","11459.91"
"347",2010-03-19,"Foreign Currency Assets","INR","11544.87"
"348",2010-03-12,"Foreign Currency Assets","INR","11604.32"
"349",2010-03-05,"Foreign Currency Assets","INR","11631.4"
"350",2010-02-26,"Foreign Currency Assets","INR","11742.02"
"351",2010-02-19,"Foreign Currency Assets","INR","11812.81"
"352",2010-02-12,"Foreign Currency Assets","INR","11833.2"
"353",2010-02-05,"Foreign Currency Assets","INR","11834.38"
"354",2010-01-29,"Foreign Currency Assets","INR","11887.53"
"355",2010-01-22,"Foreign Currency Assets","INR","11915.56"
"356",2010-01-15,"Foreign Currency Assets","INR","11886.03"
"357",2010-01-08,"Foreign Currency Assets","INR","11880.8"
"358",2010-01-01,"Foreign Currency Assets","INR","12065.3"
"359",2009-12-25,"Foreign Currency Assets","INR","12097.69"
"360",2009-12-18,"Foreign Currency Assets","INR","12127.15"
"361",2009-12-11,"Foreign Currency Assets","INR","12135.49"
"362",2009-12-04,"Foreign Currency Assets","INR","12137.23"
"363",2009-11-27,"Foreign Currency Assets","INR","12285.24"
"364",2009-11-20,"Foreign Currency Assets","INR","12198.3"
"365",2009-11-13,"Foreign Currency Assets","INR","12225.08"
"366",2009-11-06,"Foreign Currency Assets","INR","12264.85"
"367",2009-10-30,"Foreign Currency Assets","INR","12527.4"
"368",2009-10-23,"Foreign Currency Assets","INR","12464.75"
"369",2009-10-16,"Foreign Currency Assets","INR","12395.64"
"370",2009-10-09,"Foreign Currency Assets","INR","12319.79"
"371",2009-10-02,"Foreign Currency Assets","INR","12609.43"
"372",2009-09-25,"Foreign Currency Assets","INR","12642.62"
"373",2009-09-18,"Foreign Currency Assets","INR","12736.53"
"374",2009-09-11,"Foreign Currency Assets","INR","12833.92"
"375",2009-09-04,"Foreign Currency Assets","INR","12792.4"
"376",2009-08-28,"Foreign Currency Assets","INR","12731.75"
"377",2009-08-21,"Foreign Currency Assets","INR","12718.13"
"378",2009-08-14,"Foreign Currency Assets","INR","12550.67"
"379",2009-08-07,"Foreign Currency Assets","INR","12454.08"
"380",2009-07-31,"Foreign Currency Assets","INR","12551.97"
"381",2009-07-24,"Foreign Currency Assets","INR","12417.08"
"382",2009-07-17,"Foreign Currency Assets","INR","12422.65"
"383",2009-07-10,"Foreign Currency Assets","INR","12312.38"
"384",2009-07-03,"Foreign Currency Assets","INR","12162.19"
"385",2009-06-26,"Foreign Currency Assets","INR","12308.55"
"386",2009-06-19,"Foreign Currency Assets","INR","12167.63"
"387",2009-06-12,"Foreign Currency Assets","INR","11985.17"
"388",2009-06-05,"Foreign Currency Assets","INR","11787.3"
"389",2009-05-29,"Foreign Currency Assets","INR","11891.36"
"390",2009-05-22,"Foreign Currency Assets","INR","11805.26"
"391",2009-05-15,"Foreign Currency Assets","INR","12077.99"
"392",2009-05-08,"Foreign Currency Assets","INR","12090.91"
"393",2009-05-01,"Foreign Currency Assets","INR","12127.47"
"394",2009-04-24,"Foreign Currency Assets","INR","12111.94"
"395",2009-04-17,"Foreign Currency Assets","INR","12025.17"
"396",2009-04-10,"Foreign Currency Assets","INR","12099.36"
"397",2009-04-03,"Foreign Currency Assets","INR","12303.23"
"398",2009-03-27,"Foreign Currency Assets","INR","12210.3"
"399",2009-03-20,"Foreign Currency Assets","INR","12195.96"
"400",2009-03-13,"Foreign Currency Assets","INR","12305.57"
"401",2009-03-06,"Foreign Currency Assets","INR","12193.83"
"402",2009-02-27,"Foreign Currency Assets","INR","12110.02"
"403",2009-02-20,"Foreign Currency Assets","INR","11955.08"
"404",2009-02-13,"Foreign Currency Assets","INR","11691.7"
"405",2009-02-06,"Foreign Currency Assets","INR","11783.7"
"406",2009-01-30,"Foreign Currency Assets","INR","11710.6"
"407",2009-01-23,"Foreign Currency Assets","INR","11722.24"
"408",2009-01-16,"Foreign Currency Assets","INR","11843.67"
"409",2009-01-09,"Foreign Currency Assets","INR","12005.8"
"410",2009-01-02,"Foreign Currency Assets","INR","12020.85"
"411",2008-12-26,"Foreign Currency Assets","INR","11774.71"
"412",2008-12-19,"Foreign Currency Assets","INR","11549.08"
"413",2008-12-12,"Foreign Currency Assets","INR","11774.44"
"414",2008-12-05,"Foreign Currency Assets","INR","11783.9"
"415",2008-11-28,"Foreign Currency Assets","INR","11910.16"
"416",2008-11-21,"Foreign Currency Assets","INR","11855.66"
"417",2008-11-14,"Foreign Currency Assets","INR","11747.77"
"418",2008-11-07,"Foreign Currency Assets","INR","11583.08"
"419",2008-10-31,"Foreign Currency Assets","INR","12019.2"
"420",2008-10-24,"Foreign Currency Assets","INR","12457.22"
"421",2008-10-17,"Foreign Currency Assets","INR","12893.44"
"422",2008-10-10,"Foreign Currency Assets","INR","12909.7"
"423",2008-10-03,"Foreign Currency Assets","INR","12887.83"
"424",2008-09-26,"Foreign Currency Assets","INR","13123.52"
"425",2008-09-19,"Foreign Currency Assets","INR","13099.79"
"426",2008-09-12,"Foreign Currency Assets","INR","12829.42"
"427",2008-09-05,"Foreign Currency Assets","INR","12407.01"
"428",2008-08-29,"Foreign Currency Assets","INR","12529.04"
"429",2008-08-22,"Foreign Currency Assets","INR","12452.19"
"430",2008-08-15,"Foreign Currency Assets","INR","12245.45"
"431",2008-08-08,"Foreign Currency Assets","INR","12227.89"
"432",2008-08-01,"Foreign Currency Assets","INR","12508.29"
"433",2008-07-25,"Foreign Currency Assets","INR","12536.79"
"434",2008-07-18,"Foreign Currency Assets","INR","12721.51"
"435",2008-07-11,"Foreign Currency Assets","INR","12764.15"
"436",2008-07-04,"Foreign Currency Assets","INR","12905.14"
"437",2008-06-27,"Foreign Currency Assets","INR","12924.7"
"438",2008-06-20,"Foreign Currency Assets","INR","13008.9"
"439",2008-06-13,"Foreign Currency Assets","INR","12901.96"
"440",2008-06-06,"Foreign Currency Assets","INR","13090.3"
"441",2008-05-30,"Foreign Currency Assets","INR","12984.64"
"442",2008-05-23,"Foreign Currency Assets","INR","13117.72"
"443",2008-05-16,"Foreign Currency Assets","INR","12967.6"
"444",2008-05-09,"Foreign Currency Assets","INR","12528.87"
"445",2008-05-02,"Foreign Currency Assets","INR","12299.73"
"446",2008-04-25,"Foreign Currency Assets","INR","12147.55"
"447",2008-04-18,"Foreign Currency Assets","INR","12101.33"
"448",2008-04-11,"Foreign Currency Assets","INR","12054.68"
"449",2008-04-04,"Foreign Currency Assets","INR","12046.71"
"450",2008-03-28,"Foreign Currency Assets","INR","11995.79"
"451",2008-03-21,"Foreign Currency Assets","INR","11918.56"
"452",2008-03-14,"Foreign Currency Assets","INR","11993.24"
"453",2008-03-07,"Foreign Currency Assets","INR","11894.38"
