"","Year","Category","Currency","Value"
"970",2013-12-06,"Foreign Currency Assets","Dollar","268755.5"
"971",2013-11-29,"Foreign Currency Assets","Dollar","263735.9"
"972",2013-11-22,"Foreign Currency Assets","Dollar","258664.7"
"973",2013-11-15,"Foreign Currency Assets","Dollar","255904"
"974",2013-11-08,"Foreign Currency Assets","Dollar","254438.9"
"975",2013-11-01,"Foreign Currency Assets","Dollar","253609.2"
"976",2013-10-25,"Foreign Currency Assets","Dollar","254503.4"
"977",2013-10-18,"Foreign Currency Assets","Dollar","252695.9"
"978",2013-10-11,"Foreign Currency Assets","Dollar","250851.9"
"979",2013-10-04,"Foreign Currency Assets","Dollar","249324.6"
"980",2013-09-27,"Foreign Currency Assets","Dollar","247924.5"
"981",2013-09-20,"Foreign Currency Assets","Dollar","249220.8"
"982",2013-09-13,"Foreign Currency Assets","Dollar","247246.2"
"983",2013-09-06,"Foreign Currency Assets","Dollar","246745.7"
"984",2013-08-30,"Foreign Currency Assets","Dollar","247402.2"
"985",2013-08-23,"Foreign Currency Assets","Dollar","250482.5"
"986",2013-08-16,"Foreign Currency Assets","Dollar","251561.1"
"987",2013-08-09,"Foreign Currency Assets","Dollar","251349.4"
"988",2013-08-02,"Foreign Currency Assets","Dollar","249895.7"
"989",2013-07-26,"Foreign Currency Assets","Dollar","252050.7"
"990",2013-07-19,"Foreign Currency Assets","Dollar","251136.6"
"991",2013-07-12,"Foreign Currency Assets","Dollar","252136.3"
"992",2013-07-05,"Foreign Currency Assets","Dollar","252102.8"
"993",2013-06-28,"Foreign Currency Assets","Dollar","255278.2"
"994",2013-06-21,"Foreign Currency Assets","Dollar","258432.7"
"995",2013-06-14,"Foreign Currency Assets","Dollar","261088.7"
"996",2013-06-07,"Foreign Currency Assets","Dollar","260126.2"
"997",2013-05-31,"Foreign Currency Assets","Dollar","258509.4"
"998",2013-05-24,"Foreign Currency Assets","Dollar","261565.8"
"999",2013-05-17,"Foreign Currency Assets","Dollar","261472.4"
"1000",2013-05-10,"Foreign Currency Assets","Dollar","263160"
"1001",2013-05-03,"Foreign Currency Assets","Dollar","263728.1"
"1002",2013-04-26,"Foreign Currency Assets","Dollar","264027.8"
"1003",2013-04-19,"Foreign Currency Assets","Dollar","262410.8"
"1004",2013-04-12,"Foreign Currency Assets","Dollar","262900"
"1005",2013-04-05,"Foreign Currency Assets","Dollar","261513.4"
"1006",2013-03-29,"Foreign Currency Assets","Dollar","259725.9"
"1007",2013-03-22,"Foreign Currency Assets","Dollar","260415.3"
"1008",2013-03-15,"Foreign Currency Assets","Dollar","259353.6"
"1009",2013-03-08,"Foreign Currency Assets","Dollar","257382.3"
"1010",2013-03-01,"Foreign Currency Assets","Dollar","257607.8"
"1011",2013-02-22,"Foreign Currency Assets","Dollar","258228.9"
"1012",2013-02-15,"Foreign Currency Assets","Dollar","259785.5"
"1013",2013-02-08,"Foreign Currency Assets","Dollar","260780.3"
"1014",2013-02-01,"Foreign Currency Assets","Dollar","261323.1"
"1015",2013-01-25,"Foreign Currency Assets","Dollar","261708.6"
"1016",2013-01-18,"Foreign Currency Assets","Dollar","261629.3"
"1017",2013-01-11,"Foreign Currency Assets","Dollar","262276.1"
"1018",2013-01-04,"Foreign Currency Assets","Dollar","261062"
"1019",2012-12-28,"Foreign Currency Assets","Dollar","262013.7"
"1020",2012-12-21,"Foreign Currency Assets","Dollar","261949.8"
"1021",2012-12-14,"Foreign Currency Assets","Dollar","262119.7"
"1022",2012-12-07,"Foreign Currency Assets","Dollar","260505.2"
"1023",2012-11-30,"Foreign Currency Assets","Dollar","260012.5"
"1024",2012-11-23,"Foreign Currency Assets","Dollar","260138.2"
"1025",2012-11-16,"Foreign Currency Assets","Dollar","258690.8"
"1026",2012-11-09,"Foreign Currency Assets","Dollar","258707.2"
"1027",2012-11-02,"Foreign Currency Assets","Dollar","259459"
"1028",2012-10-26,"Foreign Currency Assets","Dollar","260464.8"
"1029",2012-10-19,"Foreign Currency Assets","Dollar","260377.9"
"1030",2012-10-12,"Foreign Currency Assets","Dollar","260026.6"
"1031",2012-10-05,"Foreign Currency Assets","Dollar","260176.7"
"1032",2012-09-28,"Foreign Currency Assets","Dollar","259958.4"
"1033",2012-09-21,"Foreign Currency Assets","Dollar","261031.1"
"1034",2012-09-14,"Foreign Currency Assets","Dollar","261516.7"
"1035",2012-09-07,"Foreign Currency Assets","Dollar","259178.4"
"1036",2012-08-31,"Foreign Currency Assets","Dollar","257620.1"
"1037",2012-08-24,"Foreign Currency Assets","Dollar","257872.5"
"1038",2012-08-17,"Foreign Currency Assets","Dollar","256656.8"
"1039",2012-08-10,"Foreign Currency Assets","Dollar","256919.8"
"1040",2012-08-03,"Foreign Currency Assets","Dollar","256953.9"
"1041",2012-07-27,"Foreign Currency Assets","Dollar","256393.2"
"1042",2012-07-20,"Foreign Currency Assets","Dollar","255102.2"
"1043",2012-07-13,"Foreign Currency Assets","Dollar","254536.7"
"1044",2012-07-06,"Foreign Currency Assets","Dollar","254636.4"
"1045",2012-06-29,"Foreign Currency Assets","Dollar","256958.4"
"1046",2012-06-22,"Foreign Currency Assets","Dollar","255783.1"
"1047",2012-06-15,"Foreign Currency Assets","Dollar","256526.9"
"1048",2012-06-08,"Foreign Currency Assets","Dollar","254593.5"
"1049",2012-06-01,"Foreign Currency Assets","Dollar","253093.7"
"1050",2012-05-25,"Foreign Currency Assets","Dollar","254406.2"
"1051",2012-05-18,"Foreign Currency Assets","Dollar","256117.2"
"1052",2012-05-11,"Foreign Currency Assets","Dollar","257859.6"
"1053",2012-05-04,"Foreign Currency Assets","Dollar","259188.6"
"1054",2012-04-27,"Foreign Currency Assets","Dollar","260954.7"
"1055",2012-04-20,"Foreign Currency Assets","Dollar","260218.3"
"1056",2012-04-13,"Foreign Currency Assets","Dollar","258765.2"
"1057",2012-04-06,"Foreign Currency Assets","Dollar","258650.1"
"1058",2012-03-30,"Foreign Currency Assets","Dollar","260068.7"
"1059",2012-03-23,"Foreign Currency Assets","Dollar","259740.5"
"1060",2012-03-16,"Foreign Currency Assets","Dollar","259489.3"
"1061",2012-03-09,"Foreign Currency Assets","Dollar","258578.7"
"1062",2012-03-02,"Foreign Currency Assets","Dollar","259596.3"
"1063",2012-02-24,"Foreign Currency Assets","Dollar","261101.7"
"1064",2012-02-17,"Foreign Currency Assets","Dollar","259534.3"
"1065",2012-02-10,"Foreign Currency Assets","Dollar","259446.8"
"1066",2012-02-03,"Foreign Currency Assets","Dollar","259817.4"
"1067",2012-01-27,"Foreign Currency Assets","Dollar","260119.6"
"1068",2012-01-20,"Foreign Currency Assets","Dollar","259505.5"
"1069",2012-01-13,"Foreign Currency Assets","Dollar","258800.9"
"1070",2012-01-06,"Foreign Currency Assets","Dollar","259809.9"
"1071",2011-12-30,"Foreign Currency Assets","Dollar","262933.3"
"1072",2011-12-23,"Foreign Currency Assets","Dollar","265656.4"
"1073",2011-12-16,"Foreign Currency Assets","Dollar","266968"
"1074",2011-12-09,"Foreign Currency Assets","Dollar","271636"
"1075",2011-12-02,"Foreign Currency Assets","Dollar","271692"
"1076",2011-11-25,"Foreign Currency Assets","Dollar","270377"
"1077",2011-11-18,"Foreign Currency Assets","Dollar","274576"
"1078",2011-11-11,"Foreign Currency Assets","Dollar","280289"
"1079",2011-11-04,"Foreign Currency Assets","Dollar","280577"
"1080",2011-10-28,"Foreign Currency Assets","Dollar","284445"
"1081",2011-10-21,"Foreign Currency Assets","Dollar","282514"
"1082",2011-10-14,"Foreign Currency Assets","Dollar","281653"
"1083",2011-10-07,"Foreign Currency Assets","Dollar","276462"
"1084",2011-09-30,"Foreign Currency Assets","Dollar","275699"
"1085",2011-09-23,"Foreign Currency Assets","Dollar","276934"
"1086",2011-09-16,"Foreign Currency Assets","Dollar","280903"
"1087",2011-09-09,"Foreign Currency Assets","Dollar","280701"
"1088",2011-09-02,"Foreign Currency Assets","Dollar","284875"
"1089",2011-08-26,"Foreign Currency Assets","Dollar","286195"
"1090",2011-08-19,"Foreign Currency Assets","Dollar","285251"
"1091",2011-08-12,"Foreign Currency Assets","Dollar","283667"
"1092",2011-08-05,"Foreign Currency Assets","Dollar","284319"
"1093",2011-07-29,"Foreign Currency Assets","Dollar","286160"
"1094",2011-07-22,"Foreign Currency Assets","Dollar","284526"
"1095",2011-07-15,"Foreign Currency Assets","Dollar","282299"
"1096",2011-07-08,"Foreign Currency Assets","Dollar","282414"
"1097",2011-07-01,"Foreign Currency Assets","Dollar","283458"
"1098",2011-06-24,"Foreign Currency Assets","Dollar","277093"
"1099",2011-06-17,"Foreign Currency Assets","Dollar","278610"
"1100",2011-06-10,"Foreign Currency Assets","Dollar","278511"
"1101",2011-06-03,"Foreign Currency Assets","Dollar","280908"
"1102",2011-05-27,"Foreign Currency Assets","Dollar","278873"
"1103",2011-05-20,"Foreign Currency Assets","Dollar","277202"
"1104",2011-05-13,"Foreign Currency Assets","Dollar","276143"
"1105",2011-05-06,"Foreign Currency Assets","Dollar","278122"
"1106",2011-04-29,"Foreign Currency Assets","Dollar","282037"
"1107",2011-04-22,"Foreign Currency Assets","Dollar","279119"
"1108",2011-04-15,"Foreign Currency Assets","Dollar","277370"
"1109",2011-04-08,"Foreign Currency Assets","Dollar","277681"
"1110",2011-04-01,"Foreign Currency Assets","Dollar","275019"
"1111",2011-03-25,"Foreign Currency Assets","Dollar","273698"
"1112",2011-03-18,"Foreign Currency Assets","Dollar","273727"
"1113",2011-03-11,"Foreign Currency Assets","Dollar","272259"
"1114",2011-03-04,"Foreign Currency Assets","Dollar","272964"
"1115",2011-02-25,"Foreign Currency Assets","Dollar","271416"
"1116",2011-02-18,"Foreign Currency Assets","Dollar","271314"
"1117",2011-02-11,"Foreign Currency Assets","Dollar","269368"
"1118",2011-02-04,"Foreign Currency Assets","Dollar","270075"
"1119",2011-01-28,"Foreign Currency Assets","Dollar","269282"
"1120",2011-01-21,"Foreign Currency Assets","Dollar","269551"
"1121",2011-01-14,"Foreign Currency Assets","Dollar","267866"
"1122",2011-01-07,"Foreign Currency Assets","Dollar","264560"
"1123",2010-12-31,"Foreign Currency Assets","Dollar","267814"
"1124",2010-12-24,"Foreign Currency Assets","Dollar","265905"
"1125",2010-12-17,"Foreign Currency Assets","Dollar","265448"
"1126",2010-12-10,"Foreign Currency Assets","Dollar","266253"
"1127",2010-12-03,"Foreign Currency Assets","Dollar","267232"
"1128",2010-11-26,"Foreign Currency Assets","Dollar","265255"
"1129",2010-11-19,"Foreign Currency Assets","Dollar","269175"
"1130",2010-11-12,"Foreign Currency Assets","Dollar","269494"
"1131",2010-11-05,"Foreign Currency Assets","Dollar","271286"
"1132",2010-10-29,"Foreign Currency Assets","Dollar","269093"
"1133",2010-10-22,"Foreign Currency Assets","Dollar","267694"
"1134",2010-10-15,"Foreign Currency Assets","Dollar","268682"
"1135",2010-10-08,"Foreign Currency Assets","Dollar","268100"
"1136",2010-10-01,"Foreign Currency Assets","Dollar","266507"
"1137",2010-09-24,"Foreign Currency Assets","Dollar","264529"
"1138",2010-09-17,"Foreign Currency Assets","Dollar","260748"
"1139",2010-09-10,"Foreign Currency Assets","Dollar","257569"
"1140",2010-09-03,"Foreign Currency Assets","Dollar","258384"
"1141",2010-08-27,"Foreign Currency Assets","Dollar","256648"
"1142",2010-08-20,"Foreign Currency Assets","Dollar","256369"
"1143",2010-08-13,"Foreign Currency Assets","Dollar","256591"
"1144",2010-08-06,"Foreign Currency Assets","Dollar","261079"
"1145",2010-07-30,"Foreign Currency Assets","Dollar","258551"
"1146",2010-07-23,"Foreign Currency Assets","Dollar","256714"
"1147",2010-07-16,"Foreign Currency Assets","Dollar","255677"
"1148",2010-07-09,"Foreign Currency Assets","Dollar","253268"
"1149",2010-07-02,"Foreign Currency Assets","Dollar","252129"
"1150",2010-06-25,"Foreign Currency Assets","Dollar","251383"
"1151",2010-06-18,"Foreign Currency Assets","Dollar","250370"
"1152",2010-06-11,"Foreign Currency Assets","Dollar","247241"
"1153",2010-06-04,"Foreign Currency Assets","Dollar","245552"
"1154",2010-05-28,"Foreign Currency Assets","Dollar","247263"
"1155",2010-05-21,"Foreign Currency Assets","Dollar","248637"
"1156",2010-05-14,"Foreign Currency Assets","Dollar","248597"
"1157",2010-05-07,"Foreign Currency Assets","Dollar","251473"
"1158",2010-04-30,"Foreign Currency Assets","Dollar","254773"
"1159",2010-04-23,"Foreign Currency Assets","Dollar","255127"
"1160",2010-04-16,"Foreign Currency Assets","Dollar","255691"
"1161",2010-04-09,"Foreign Currency Assets","Dollar","255663"
"1162",2010-04-02,"Foreign Currency Assets","Dollar","254730"
"1163",2010-03-26,"Foreign Currency Assets","Dollar","252755"
"1164",2010-03-19,"Foreign Currency Assets","Dollar","253845"
"1165",2010-03-12,"Foreign Currency Assets","Dollar","255321"
"1166",2010-03-05,"Foreign Currency Assets","Dollar","254072"
"1167",2010-02-26,"Foreign Currency Assets","Dollar","253991"
"1168",2010-02-19,"Foreign Currency Assets","Dollar","254203"
"1169",2010-02-12,"Foreign Currency Assets","Dollar","254696"
"1170",2010-02-05,"Foreign Currency Assets","Dollar","254175"
"1171",2010-01-29,"Foreign Currency Assets","Dollar","256362"
"1172",2010-01-22,"Foreign Currency Assets","Dollar","258080"
"1173",2010-01-15,"Foreign Currency Assets","Dollar","260259"
"1174",2010-01-08,"Foreign Currency Assets","Dollar","259406"
"1175",2010-01-01,"Foreign Currency Assets","Dollar","258634"
"1176",2009-12-25,"Foreign Currency Assets","Dollar","258719"
"1177",2009-12-18,"Foreign Currency Assets","Dollar","258851"
"1178",2009-12-11,"Foreign Currency Assets","Dollar","260866"
"1179",2009-12-04,"Foreign Currency Assets","Dollar","262427"
"1180",2009-11-27,"Foreign Currency Assets","Dollar","262449"
"1181",2009-11-20,"Foreign Currency Assets","Dollar","261878"
"1182",2009-11-13,"Foreign Currency Assets","Dollar","262905"
"1183",2009-11-06,"Foreign Currency Assets","Dollar","261957"
"1184",2009-10-30,"Foreign Currency Assets","Dollar","266768"
"1185",2009-10-23,"Foreign Currency Assets","Dollar","268348"
"1186",2009-10-16,"Foreign Currency Assets","Dollar","267898"
"1187",2009-10-09,"Foreign Currency Assets","Dollar","264942"
"1188",2009-10-02,"Foreign Currency Assets","Dollar","263465"
"1189",2009-09-25,"Foreign Currency Assets","Dollar","263498"
"1190",2009-09-18,"Foreign Currency Assets","Dollar","264353"
"1191",2009-09-11,"Foreign Currency Assets","Dollar","264562"
"1192",2009-09-04,"Foreign Currency Assets","Dollar","261657"
"1193",2009-08-28,"Foreign Currency Assets","Dollar","260523"
"1194",2009-08-21,"Foreign Currency Assets","Dollar","260938"
"1195",2009-08-14,"Foreign Currency Assets","Dollar","260010"
"1196",2009-08-07,"Foreign Currency Assets","Dollar","260219"
"1197",2009-07-31,"Foreign Currency Assets","Dollar","260631"
"1198",2009-07-24,"Foreign Currency Assets","Dollar","256657"
"1199",2009-07-17,"Foreign Currency Assets","Dollar","255138"
"1200",2009-07-10,"Foreign Currency Assets","Dollar","252873"
"1201",2009-07-03,"Foreign Currency Assets","Dollar","253432"
"1202",2009-06-26,"Foreign Currency Assets","Dollar","253732"
"1203",2009-06-19,"Foreign Currency Assets","Dollar","252808"
"1204",2009-06-12,"Foreign Currency Assets","Dollar","252798"
"1205",2009-06-05,"Foreign Currency Assets","Dollar","250367"
"1206",2009-05-29,"Foreign Currency Assets","Dollar","251456"
"1207",2009-05-22,"Foreign Currency Assets","Dollar","250165"
"1208",2009-05-15,"Foreign Currency Assets","Dollar","243754"
"1209",2009-05-08,"Foreign Currency Assets","Dollar","245501"
"1210",2009-05-01,"Foreign Currency Assets","Dollar","241487"
"1211",2009-04-24,"Foreign Currency Assets","Dollar","242530"
"1212",2009-04-17,"Foreign Currency Assets","Dollar","241906"
"1213",2009-04-10,"Foreign Currency Assets","Dollar","242423"
"1214",2009-04-03,"Foreign Currency Assets","Dollar","244597"
"1215",2009-03-27,"Foreign Currency Assets","Dollar","241597"
"1216",2009-03-20,"Foreign Currency Assets","Dollar","243238"
"1217",2009-03-13,"Foreign Currency Assets","Dollar","238157"
"1218",2009-03-06,"Foreign Currency Assets","Dollar","236727"
"1219",2009-02-27,"Foreign Currency Assets","Dollar","238715"
"1220",2009-02-20,"Foreign Currency Assets","Dollar","239821"
"1221",2009-02-13,"Foreign Currency Assets","Dollar","239977"
"1222",2009-02-06,"Foreign Currency Assets","Dollar","241816"
"1223",2009-01-30,"Foreign Currency Assets","Dollar","238894"
"1224",2009-01-23,"Foreign Currency Assets","Dollar","238305"
"1225",2009-01-16,"Foreign Currency Assets","Dollar","242847"
"1226",2009-01-09,"Foreign Currency Assets","Dollar","245417"
"1227",2009-01-02,"Foreign Currency Assets","Dollar","245875"
"1228",2008-12-26,"Foreign Currency Assets","Dollar","245870"
"1229",2008-12-19,"Foreign Currency Assets","Dollar","245308"
"1230",2008-12-12,"Foreign Currency Assets","Dollar","241725"
"1231",2008-12-05,"Foreign Currency Assets","Dollar","237148"
"1232",2008-11-28,"Foreign Currency Assets","Dollar","238968"
"1233",2008-11-21,"Foreign Currency Assets","Dollar","236971"
"1234",2008-11-14,"Foreign Currency Assets","Dollar","237521"
"1235",2008-11-07,"Foreign Currency Assets","Dollar","242527"
"1236",2008-10-31,"Foreign Currency Assets","Dollar","244045"
"1237",2008-10-24,"Foreign Currency Assets","Dollar","249394"
"1238",2008-10-17,"Foreign Currency Assets","Dollar","264861"
"1239",2008-10-10,"Foreign Currency Assets","Dollar","264977"
"1240",2008-10-03,"Foreign Currency Assets","Dollar","274911"
"1241",2008-09-26,"Foreign Currency Assets","Dollar","282652"
"1242",2008-09-19,"Foreign Currency Assets","Dollar","282811"
"1243",2008-09-12,"Foreign Currency Assets","Dollar","280302"
"1244",2008-09-05,"Foreign Currency Assets","Dollar","279626"
"1245",2008-08-29,"Foreign Currency Assets","Dollar","286117"
"1246",2008-08-22,"Foreign Currency Assets","Dollar","287049"
"1247",2008-08-15,"Foreign Currency Assets","Dollar","285975"
"1248",2008-08-08,"Foreign Currency Assets","Dollar","289760"
"1249",2008-08-01,"Foreign Currency Assets","Dollar","295216"
"1250",2008-07-25,"Foreign Currency Assets","Dollar","296869"
"1251",2008-07-18,"Foreign Currency Assets","Dollar","297371"
"1252",2008-07-11,"Foreign Currency Assets","Dollar","298786"
"1253",2008-07-04,"Foreign Currency Assets","Dollar","298661"
"1254",2008-06-27,"Foreign Currency Assets","Dollar","302050"
"1255",2008-06-20,"Foreign Currency Assets","Dollar","302744"
"1256",2008-06-13,"Foreign Currency Assets","Dollar","300955"
"1257",2008-06-06,"Foreign Currency Assets","Dollar","305920"
"1258",2008-05-30,"Foreign Currency Assets","Dollar","304875"
"1259",2008-05-23,"Foreign Currency Assets","Dollar","306203"
"1260",2008-05-16,"Foreign Currency Assets","Dollar","304118"
"1261",2008-05-09,"Foreign Currency Assets","Dollar","302776"
"1262",2008-05-02,"Foreign Currency Assets","Dollar","302576"
"1263",2008-04-25,"Foreign Currency Assets","Dollar","302328"
"1264",2008-04-18,"Foreign Currency Assets","Dollar","302988"
"1265",2008-04-11,"Foreign Currency Assets","Dollar","301820"
"1266",2008-04-04,"Foreign Currency Assets","Dollar","301394"
"1267",2008-03-28,"Foreign Currency Assets","Dollar","299147"
"1268",2008-03-21,"Foreign Currency Assets","Dollar","294649"
"1269",2008-03-14,"Foreign Currency Assets","Dollar","296496"
"1270",2008-03-07,"Foreign Currency Assets","Dollar","293471"
"1271",2008-02-29,"Foreign Currency Assets","Dollar","291250"
"1272",2008-02-22,"Foreign Currency Assets","Dollar","284989"
"1273",2008-02-15,"Foreign Currency Assets","Dollar","283238"
"1274",2008-02-08,"Foreign Currency Assets","Dollar","281183"
"1275",2008-02-01,"Foreign Currency Assets","Dollar","283041"
"1276",2008-01-25,"Foreign Currency Assets","Dollar","279545"
"1277",2008-01-18,"Foreign Currency Assets","Dollar","276134"
"1278",2008-01-11,"Foreign Currency Assets","Dollar","272964"
"1279",2008-01-04,"Foreign Currency Assets","Dollar","267491"
"1280",2007-12-28,"Foreign Currency Assets","Dollar","266767"
"1281",2007-12-21,"Foreign Currency Assets","Dollar","263934"
"1282",2007-12-14,"Foreign Currency Assets","Dollar","264164"
"1283",2007-12-07,"Foreign Currency Assets","Dollar","264760"
"1284",2007-11-30,"Foreign Currency Assets","Dollar","264725"
"1285",2007-11-23,"Foreign Currency Assets","Dollar","264031"
"1286",2007-11-16,"Foreign Currency Assets","Dollar","262901"
"1287",2007-11-09,"Foreign Currency Assets","Dollar","261923"
"1288",2007-11-02,"Foreign Currency Assets","Dollar","258264"
"1289",2007-10-26,"Foreign Currency Assets","Dollar","254629"
"1290",2007-10-19,"Foreign Currency Assets","Dollar","253324"
"1291",2007-10-12,"Foreign Currency Assets","Dollar","248880"
"1292",2007-10-05,"Foreign Currency Assets","Dollar","243524"
"1293",2007-09-28,"Foreign Currency Assets","Dollar","239955"
"1294",2007-09-21,"Foreign Currency Assets","Dollar","228572"
"1295",2007-09-14,"Foreign Currency Assets","Dollar","224870"
"1296",2007-09-07,"Foreign Currency Assets","Dollar","223062"
"1297",2007-08-31,"Foreign Currency Assets","Dollar","221509"
"1298",2007-08-24,"Foreign Currency Assets","Dollar","221505"
"1299",2007-08-17,"Foreign Currency Assets","Dollar","219103"
"1300",2007-08-10,"Foreign Currency Assets","Dollar","221653"
"1301",2007-08-03,"Foreign Currency Assets","Dollar","221988"
"1302",2007-07-27,"Foreign Currency Assets","Dollar","218096"
"1303",2007-07-20,"Foreign Currency Assets","Dollar","214790"
"1304",2007-07-13,"Foreign Currency Assets","Dollar","211703"
"1305",2007-07-06,"Foreign Currency Assets","Dollar","207585"
"1306",2007-06-29,"Foreign Currency Assets","Dollar","206114"
"1307",2007-06-22,"Foreign Currency Assets","Dollar","205178"
"1308",2007-06-15,"Foreign Currency Assets","Dollar","203646"
"1309",2007-06-08,"Foreign Currency Assets","Dollar","202177"
"1310",2007-06-01,"Foreign Currency Assets","Dollar","201002"
"1311",2007-05-25,"Foreign Currency Assets","Dollar","197438"
"1312",2007-05-18,"Foreign Currency Assets","Dollar","196485"
"1313",2007-05-11,"Foreign Currency Assets","Dollar","196493"
"1314",2007-05-04,"Foreign Currency Assets","Dollar","196500"
"1315",2007-04-27,"Foreign Currency Assets","Dollar","196877"
"1316",2007-04-20,"Foreign Currency Assets","Dollar","196632"
"1317",2007-04-13,"Foreign Currency Assets","Dollar","195844"
"1318",2007-04-06,"Foreign Currency Assets","Dollar","193075"
"1319",2007-03-30,"Foreign Currency Assets","Dollar","191924"
"1320",2007-03-23,"Foreign Currency Assets","Dollar","190392"
"1321",2007-03-16,"Foreign Currency Assets","Dollar","188603"
"1322",2007-03-09,"Foreign Currency Assets","Dollar","187058"
"1323",2007-03-02,"Foreign Currency Assets","Dollar","187282"
"1324",2007-02-23,"Foreign Currency Assets","Dollar","186128"
"1325",2007-02-16,"Foreign Currency Assets","Dollar","181915"
"1326",2007-02-09,"Foreign Currency Assets","Dollar","178084"
"1327",2007-02-02,"Foreign Currency Assets","Dollar","172965"
"1328",2007-01-26,"Foreign Currency Assets","Dollar","171984"
"1329",2007-01-19,"Foreign Currency Assets","Dollar","171068"
"1330",2007-01-12,"Foreign Currency Assets","Dollar","170367"
"1331",2007-01-05,"Foreign Currency Assets","Dollar","169522"
"1332",2006-12-29,"Foreign Currency Assets","Dollar","170187"
"1333",2006-12-22,"Foreign Currency Assets","Dollar","169191"
"1334",2006-12-15,"Foreign Currency Assets","Dollar","168479"
"1335",2006-12-08,"Foreign Currency Assets","Dollar","168400"
"1336",2006-12-01,"Foreign Currency Assets","Dollar","168445"
"1337",2006-11-24,"Foreign Currency Assets","Dollar","166061"
"1338",2006-11-17,"Foreign Currency Assets","Dollar","163637"
"1339",2006-11-10,"Foreign Currency Assets","Dollar","161563"
"1340",2006-11-03,"Foreign Currency Assets","Dollar","160391"
"1341",2006-10-27,"Foreign Currency Assets","Dollar","160236"
"1342",2006-10-20,"Foreign Currency Assets","Dollar","159304"
"1343",2006-10-13,"Foreign Currency Assets","Dollar","158105"
"1344",2006-10-06,"Foreign Currency Assets","Dollar","158310"
"1345",2006-09-29,"Foreign Currency Assets","Dollar","158340"
"1346",2006-09-22,"Foreign Currency Assets","Dollar","159175"
"1347",2006-09-15,"Foreign Currency Assets","Dollar","158239"
"1348",2006-09-08,"Foreign Currency Assets","Dollar","157835"
"1349",2006-09-01,"Foreign Currency Assets","Dollar","159152"
"1350",2006-08-25,"Foreign Currency Assets","Dollar","158000"
"1351",2006-08-18,"Foreign Currency Assets","Dollar","158042"
"1352",2006-08-11,"Foreign Currency Assets","Dollar","157769"
"1353",2006-08-04,"Foreign Currency Assets","Dollar","158465"
"1354",2006-07-28,"Foreign Currency Assets","Dollar","157071"
"1355",2006-07-21,"Foreign Currency Assets","Dollar","156398"
"1356",2006-07-14,"Foreign Currency Assets","Dollar","155716"
"1357",2006-07-07,"Foreign Currency Assets","Dollar","156315"
"1358",2006-06-30,"Foreign Currency Assets","Dollar","155968"
"1359",2006-06-23,"Foreign Currency Assets","Dollar","154177"
"1360",2006-06-16,"Foreign Currency Assets","Dollar","155247"
"1361",2006-06-09,"Foreign Currency Assets","Dollar","155087"
"1362",2006-06-02,"Foreign Currency Assets","Dollar","156738"
"1363",2006-05-26,"Foreign Currency Assets","Dollar","155509"
"1364",2006-05-19,"Foreign Currency Assets","Dollar","155879"
"1365",2006-05-12,"Foreign Currency Assets","Dollar","156666"
"1366",2006-05-05,"Foreign Currency Assets","Dollar","155329"
"1367",2006-04-28,"Foreign Currency Assets","Dollar","153598"
"1368",2006-04-21,"Foreign Currency Assets","Dollar","150737"
"1369",2006-04-14,"Foreign Currency Assets","Dollar","148681"
"1370",2006-04-07,"Foreign Currency Assets","Dollar","147692"
"1371",2006-03-31,"Foreign Currency Assets","Dollar","145108"
"1372",2006-03-24,"Foreign Currency Assets","Dollar","142159"
"1373",2006-03-17,"Foreign Currency Assets","Dollar","139653"
"1374",2006-03-10,"Foreign Currency Assets","Dollar","137419"
"1375",2006-03-03,"Foreign Currency Assets","Dollar","136643"
"1376",2006-02-24,"Foreign Currency Assets","Dollar","135155"
"1377",2006-02-17,"Foreign Currency Assets","Dollar","134806"
"1378",2006-02-10,"Foreign Currency Assets","Dollar","133991"
"1379",2006-02-03,"Foreign Currency Assets","Dollar","133375"
"1380",2006-01-27,"Foreign Currency Assets","Dollar","133281"
"1381",2006-01-20,"Foreign Currency Assets","Dollar","133246"
"1382",2006-01-13,"Foreign Currency Assets","Dollar","133308"
"1383",2006-01-06,"Foreign Currency Assets","Dollar","133154"
"1384",2005-12-30,"Foreign Currency Assets","Dollar","131018"
"1385",2005-12-23,"Foreign Currency Assets","Dollar","138209"
"1386",2005-12-16,"Foreign Currency Assets","Dollar","138816"
"1387",2005-12-09,"Foreign Currency Assets","Dollar","137774"
"1388",2005-12-02,"Foreign Currency Assets","Dollar","136935"
"1389",2005-11-25,"Foreign Currency Assets","Dollar","135999"
"1390",2005-11-18,"Foreign Currency Assets","Dollar","136000"
"1391",2005-11-11,"Foreign Currency Assets","Dollar","136123"
"1392",2005-11-04,"Foreign Currency Assets","Dollar","136420"
"1393",2005-10-28,"Foreign Currency Assets","Dollar","137632"
"1394",2005-10-21,"Foreign Currency Assets","Dollar","136961"
"1395",2005-10-14,"Foreign Currency Assets","Dollar","137303"
"1396",2005-10-07,"Foreign Currency Assets","Dollar","137210"
"1397",2005-09-30,"Foreign Currency Assets","Dollar","136920"
"1398",2005-09-23,"Foreign Currency Assets","Dollar","137048"
"1399",2005-09-16,"Foreign Currency Assets","Dollar","138243"
"1400",2005-09-09,"Foreign Currency Assets","Dollar","139290"
